text,label,source
"Subject: Conference registration

Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

Thanks for reviewing the document.

Best,
Sam Kim",0,phishing
", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy",0,sms_legacy
Todays Voda numbers ending with 7634 are selected to receive a Â£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,1,sms_legacy
"Subject: Office maintenance

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

Thanks for reviewing the document.

Best,
Casey Brown",0,phishing
Nope i'll come online now..,0,sms
"Subject: Conference registration

Thanks for your help on the analysis. I've pushed the changes and added comments in the PR for clarity.

Thanks for reviewing the document.

Best,
Jordan Khan",0,phishing
"Notice, this is an don't wait notice regarding your account. Your access will expire within 24 hours. To avoid interruption, complete the form now. This offer is last chance and ends soon. Follow the instructions immediately.

Keywords: time sensitive last chance rush don't wait quick

Security Team,
Casey Khan",1,phishing
I'm coming home 4 dinner.,0,sms
An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),0,sms
"Dear user, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: romance, single, help me, marry

Account Services,
Riley Nguyen",1,phishing
Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,0,sms
"Attention, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: update password, passcode, authentication, security question, backup codes

IT Desk,
Alex Singh",1,phishing
Ok i shall talk to him,0,sms_legacy
"Attention, this is an time sensitive notice regarding your account. Your access will expire within 24 hours. To avoid interruption, complete the form now. This offer is last chance and ends soon. Follow the instructions now.

Keywords: asap ends soon final notice

Compliance Team,
Jamie Nguyen",1,phishing
"Subject: Office maintenance

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Feel free to add notes before we meet.

Best,
Morgan Brown",0,phishing
"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",0,sms_legacy
"Subject: Schedule confirmation

Sharing the revised documentation with examples. The endpoints are described in section two.

Let me know if the timing works for you.

Best,
Jordan Khan",0,phishing
"Subject: Quarterly roadmap

Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity.

Feel free to add notes before we meet.

Best,
Alex Singh",0,phishing
"IåÕm cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",0,sms
"Subject: Lab availability

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

I'll share the slides later today.

Best,
Morgan Kim",0,phishing
"Attention, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: now, act fast, expires soon, 24 hours, 48 hours

Support Desk,
Cameron Lee",1,phishing
I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,0,sms_legacy
"Dear customer, we detected unusual activity on your account. To authenticate access, please confirm your information. Your account may be temporarily on hold until you reactivate it.

Keywords: reactivate locked suspicious activity

Security Team,
Jamie Nguyen",1,phishing
I love ya too but try and budget your money better babe. Gary would freak on me if he knew,0,sms_legacy
So u wan 2 come for our dinner tonight a not?,0,sms_legacy
Please tell me you have some of that special stock you were talking about,0,sms
"Hi there, congratulations! You are the winner of a reward. To redeem your payment of $1,200, please provide your routing number to process the amount. This offer is limited time.

Keywords: deal need help medical treatment

Account Services,
Cameron Singh",1,phishing
Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,0,sms
"Hi there, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: transfer back, trust me, money needed

Compliance Team,
Jordan Brown",1,phishing
Some of them told accenture is not confirm. Is it true.,0,sms
"Attention, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: traveling, honest, love, wallet stolen

Support Desk,
Jordan Lee",1,phishing
No..but heard abt tat..,0,sms_legacy
You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,1,sms_legacy
"I call you later, don't have network. If urgnt, sms me.",0,sms
Big brotherâs really scraped the barrel with this shower of social misfits,0,sms_legacy
"Attention, this is the administration compliance team. There are policy violations on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a hold.

Keywords: microsoft medicare security

Sincerely,
Cameron Khan",1,phishing
"Account holder, congratulations! You are the winner of a reward. To collect your gift of €5,000, please provide your account number to process the total. This offer is available today only.

Keywords: price need help

IT Desk,
Riley Singh",1,phishing
K.i will send in  &lt;#&gt;  min:),0,sms_legacy
How are you. Wish you a great semester,0,sms
"Subject: Office maintenance

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

I'll share the slides later today.

Best,
Jamie Khan",0,phishing
How much u trying to get?,0,sms
"Dear user, we detected a login attempt on your account. To restore access, please confirm your information. Your account may be restricted until you recover it.

Keywords: restricted deactivated

Support Desk,
Morgan Kim",1,phishing
Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week,1,sms
"Hi there, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: personal story, stranded traveler, medical conference, replacement cards, ran into, emergency loan

Compliance Team,
Riley Brown",1,phishing
Id onluy matters when getting on from offcampus,0,sms
"Subject: Onboarding checklist

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Thanks for reviewing the document.

Best,
Riley Patel",0,phishing
"Subject: Schedule confirmation

Thanks for your help on the analysis. I've pushed the changes and added comments in the PR for clarity.

Let me know if the timing works for you.

Best,
Riley Martinez",0,phishing
I am in your office na.,0,sms_legacy
"Hi there, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: 2fa, account, signin

Sincerely,
Alex Khan",1,phishing
Apps class varaya elaya.,0,sms_legacy
"Subject: Training session notes

Thanks for attending the workshop. Here are links to references and the slide deck.

Feel free to add notes before we meet.

Best,
Riley Patel",0,phishing
Happy new year to u too!,0,sms_legacy
"Attention, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: single, love, relationship, doctor

Regards,
Cameron Lee",1,phishing
Anything lar...,0,sms
Alex says he's not ok with you not being ok with it,0,sms
Will you be here for food,0,sms
How dare you change my ring,0,sms
LOL ... Have you made plans for new years?,0,sms
"Subject: Team lunch planning

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

I'll share the slides later today.

Best,
Sam Martinez",0,phishing
"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",0,sms_legacy
Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,0,sms_legacy
This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,1,sms
Last chance 2 claim ur Â£150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. Â£3.00 Sub. 16 . Remove txt X or STOP,1,sms_legacy
Ã dun need to pick ur gf?,0,sms_legacy
I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,0,sms_legacy
"Subject: Performance feedback

Quick reminder about the training session tomorrow. The materials are in the shared drive.

I'll share the slides later today.

Best,
Sam Wong",0,phishing
"Subject: Office maintenance

Hi team, sharing the latest notes from today's sync. Next steps are attached in the document. Let me know your thoughts.

I'll share the slides later today.

Best,
Morgan Singh",0,phishing
"Dear user, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: payment verification, transfer back, personal story

Support Desk,
Jamie Kim",1,phishing
Sorry me going home first... Daddy come fetch Ì_ later...,0,sms
"Subject: Weekly status report

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

Let me know if the timing works for you.

Best,
Avery Khan",0,phishing
Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),0,sms
"Subject: Documentation review

Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity.

Appreciate your feedback on this draft.

Best,
Jordan Nguyen",0,phishing
No..he joined today itself.,0,sms
I place all ur points on e cultures module already.,0,sms
"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",0,sms_legacy
"Subject: Schedule confirmation

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Let me know if the timing works for you.

Best,
Cameron Singh",0,phishing
"Dear customer, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: deployed, military, medical conference, widower

Regards,
Cameron Singh",1,phishing
Carlos'll be here in a minute if you still need to buy,0,sms_legacy
Then why you not responding,0,sms_legacy
"Subject: Documentation review

Thanks for your help on the analysis. I've pushed the changes and added comments in the PR for clarity.

Feel free to add notes before we meet.

Best,
Alex Singh",0,phishing
"Subject: Onboarding checklist

Thanks for your help on the analysis. I've pushed the changes and added comments in the PR for clarity.

Appreciate your feedback on this draft.

Best,
Cameron Singh",0,phishing
"Hi there, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: deployed, single, marry, businessman, cards, international issues

Compliance Team,
Sam Wong",1,phishing
"sry can't talk on phone, with parents",0,sms
Its too late:)but its k.wish you the same.,0,sms
+123 Congratulations - in this week's competition draw u have won the Â£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,1,sms_legacy
"Dear customer, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: username, access code, recover account

Sincerely,
Riley Nguyen",1,phishing
Still otside le..u come 2morrow maga..,0,sms
Ok... Let u noe when i leave my house.,0,sms
Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,0,sms_legacy
"Hi there, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: ransomware, firewall, help desk, issue, it department

Account Services,
Sam Lee",1,phishing
"Subject: Quarterly roadmap

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

Appreciate your feedback on this draft.

Best,
Casey Nguyen",0,phishing
"I'm not sure, I was just checking out what was happening around the area",0,sms_legacy
Does not operate after  &lt;#&gt;  or what,0,sms
"Subject: Meeting follow-up

Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity.

Appreciate your feedback on this draft.

Best,
Alex Nguyen",0,phishing
"Subject: Performance feedback

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Feel free to add notes before we meet.

Best,
Alex Singh",0,phishing
"Subject: Classroom logistics

Sharing the revised documentation with examples. The endpoints are described in section two.

I'll share the slides later today.

Best,
Morgan Lee",0,phishing
"Attention, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: cards, destiny, charity gala, immediately, conference

Sincerely,
Riley Nguyen",1,phishing
"Subject: Conference registration

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

Feel free to add notes before we meet.

Best,
Jamie Brown",0,phishing
"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",0,sms_legacy
"Hello, this is the treasury security team. There are policy concerns on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a suspension.

Keywords: mcafee linkedin medicare director agency

Security Team,
Avery Kim",1,phishing
"Attention, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: businessman, widow, destiny, transfer back

Compliance Team,
Alex Nguyen",1,phishing
"Subject: Team lunch planning

Please find the minutes from our last meeting. Action items are listed at the end for convenience.

Feel free to add notes before we meet.

Best,
Alex Garcia",0,phishing
"Attention, your profile has been suspended. Use the secure link to update password and restore access. Enter your 2FA code to continue.

Keywords: recover account account access code pin change password

IT Desk,
Jordan Nguyen",1,phishing
"Notice, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: reset, pin, username, password, signin

Sincerely,
Riley Khan",1,phishing
"Hello, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: might understand, unusual, financial request, transfer back, medical conference, stolen

Security Team,
Sam Wong",1,phishing
And popping &lt;#&gt; ibuprofens was no help.,0,sms
You want to go? ,0,sms_legacy
"Subject: Classroom logistics

Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity.

I'll share the slides later today.

Best,
Cameron Martinez",0,phishing
"Hello, your account has been locked. Use the secure link to reset password and restore access. Enter your username and password to continue.

Keywords: password settings preferences backup codes

Security Team,
Cameron Garcia",1,phishing
How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,0,sms
"Subject: Code review summary

Hi team, sharing the latest notes from today's sync. Next steps are attached in the document. Let me know your thoughts.

Feel free to add notes before we meet.

Best,
Jordan Garcia",0,phishing
"Notification Sir, this is to notify you that our shipment has arrived the office ",0,email
"Subject: Classroom logistics

Hi team, sharing the latest notes from today's sync. Next steps are attached in the document. Let me know your thoughts.

Thanks for reviewing the document.

Best,
Cameron Khan",0,phishing
"Notice, we detected unusual activity on your account. To authenticate access, please confirm your information. Your account may be restricted until you reactivate it.

Keywords: temporary hold deactivated

Risk Operations,
Morgan Lee",1,phishing
"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt",0,sms_legacy
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,0,sms_legacy
"You have been specially selected to receive a \3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo""",1,sms
Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?,0,sms
Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,1,sms_legacy
I am sorry it hurt you.,0,sms_legacy
As in different styles?,0,sms_legacy
Its like that hotel dusk game i think. You solve puzzles in a area thing,0,sms_legacy
You are a winner U have been specially selected 2 receive Â£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,1,sms_legacy
Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,1,sms_legacy
"Dear user, we detected a login attempt on your account. To restore access, please update your information. Your account may be temporarily on hold until you reactivate it.

Keywords: deactivated locked hacked suspend

Account Services,
Alex Wong",1,phishing
"Hello, your login has been restricted. Use the secure link to verify your username and restore access. Enter your verification code to continue.

Keywords: security settings login access code password account

Security Team,
Sam Kim",1,phishing
"Subject: Networking event details

Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

Appreciate your feedback on this draft.

Best,
Jamie Wong",0,phishing
"Subject: Documentation review

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Appreciate your feedback on this draft.

Best,
Alex Singh",0,phishing
Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,0,sms_legacy
"Notice, congratulations! You are the winner of a reward. To collect your payment of $1,200, please provide your account number to process the sum. This deal is available today only.

Keywords: jackpot deposit cryptocurrency dollar total

Regards,
Alex Lee",1,phishing
My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,0,sms
1's reach home call me.,0,sms_legacy
"Subject: Performance feedback

Sharing the revised documentation with examples. The endpoints are described in section two.

Thanks for reviewing the document.

Best,
Cameron Nguyen",0,phishing
"Subject: Training session notes

Good morning, the updated agenda for next week is included below. Please check your tasks and add comments.

Let me know if the timing works for you.

Best,
Taylor Singh",0,phishing
"Subject: Lab availability

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Let me know if the timing works for you.

Best,
Cameron Wong",0,phishing
"Dear, will call Tmorrow.pls accomodate.",0,sms
"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. ",0,sms_legacy
No but the bluray player can,0,sms_legacy
"Subject: Networking event details

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Let me know if the timing works for you.

Best,
Casey Khan",0,phishing
Long after I quit. I get on only like 5 minutes a day as it is.,0,sms
"Dear user, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: we talked, doctor, immediately

Security Team,
Jamie Singh",1,phishing
"Subject: Performance feedback

Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

Appreciate your feedback on this draft.

Best,
Taylor Lee",0,phishing
\Keep ur problems in ur heart,0,sms
"* Was really good to see you the other day dudette, been missing you!",0,sms
"This is one of the days you have a billion classes, right?",0,sms_legacy
Ok. Me watching tv too.,0,sms_legacy
"Notice, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: understand these, trust building, payment verification, children's hospital

Compliance Team,
Jamie Nguyen",1,phishing
"Notice, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: final notice, asap, immediate, expires, act now

Security Team,
Riley Garcia",1,phishing
"Subject: Performance feedback

Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity.

I'll share the slides later today.

Best,
Cameron Garcia",0,phishing
"Hi there, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: spyware, tech support, network

Sincerely,
Cameron Lee",1,phishing
"Sure, I'll see if I can come by in a bit",0,sms_legacy
Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  ,0,sms_legacy
"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",0,sms_legacy
"Account holder, we detected a login attempt on your account. To authenticate access, please validate your information. Your account may be locked until you recover it.

Keywords: security alert recover locked violation

Account Services,
Alex Lee",1,phishing
"Dear customer, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: children's hospital, unexpected situation, trust building

Support Desk,
Casey Nguyen",1,phishing
"Subject: Invoice confirmation

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Appreciate your feedback on this draft.

Best,
Taylor Lee",0,phishing
"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",0,sms
 Congratulations! Your account has been selected for a cash giveaway.,1,email
Just haven't decided where yet eh ?,0,sms_legacy
Thts god's gift for birds as humans hav some natural gift frm god..,0,sms
"Subject: Training session notes

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Appreciate your feedback on this draft.

Best,
Riley Singh",0,phishing
"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!",0,sms_legacy
"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",0,sms_legacy
"Hi there, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: act fast, 24 hours, ends soon, urgent

Security Team,
Riley Nguyen",1,phishing
"Dear user, final warning. Failure to respond will hold your account. Immediate action is required to avoid legal action. Your case will be referred to prosecution if unresolved.

Keywords: lawsuit summons default cancel forfeit

IT Desk,
Avery Lee",1,phishing
"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/Ì¼1.20 POBOXox36504W45WQ 16+",1,sms
Am slow in using biola's fne,0,sms_legacy
"Subject: Weekly status report

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

I'll share the slides later today.

Best,
Jordan Wong",0,phishing
URGENT! We are trying to contact you. Last weekends draw shows that you have won a Â£900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,1,sms_legacy
"Notice, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: password, change password, update password, 2fa

IT Desk,
Casey Lee",1,phishing
Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? ,0,sms_legacy
"Dear user, this is the police security team. There are security violations on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a hold.

Keywords: zoom medicare ceo apple

Support Desk,
Casey Khan",1,phishing
"Subject: Conference registration

Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

Appreciate your feedback on this draft.

Best,
Casey Kim",0,phishing
"Notice, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: instantly, expires soon, now

Compliance Team,
Jamie Lee",1,phishing
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a Â£150 prize. To collect is easy. Just call 09061743386 ,1,sms_legacy
"Subject: Onboarding checklist

Good morning, the updated agenda for next week is included below. Please check your tasks and add comments.

Thanks for reviewing the document.

Best,
Jordan Martinez",0,phishing
K k:) sms chat with me.,0,sms
"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",1,sms
"Subject: Classroom logistics

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Let me know if the timing works for you.

Best,
Taylor Singh",0,phishing
Dear got bus directly to calicut,0,sms
"Dear customer, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: asap, ends soon, time sensitive, final notice, deadline

IT Desk,
Cameron Garcia",1,phishing
"Subject: Project update

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Feel free to add notes before we meet.

Best,
Cameron Nguyen",0,phishing
She's borderline but yeah whatever.,0,sms
"Dear customer, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: expires soon, quick, act fast

Support Desk,
Avery Wong",1,phishing
"Notice, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: don't wait, expires soon, expires today, last chance, urgent, now

Account Services,
Casey Wong",1,phishing
"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive å£5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",1,sms
Long beach lor. Expected... U having dinner now?,0,sms
"Yeah, we got one lined up for us",0,sms_legacy
But pls dont play in others life.,0,sms_legacy
"Attention, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: business trip, genuine, money needed, zelle

Account Services,
Jordan Garcia",1,phishing
I think just yourself Û_Thanks and see you tomo,0,sms
Dear we are going to our rubber place,0,sms_legacy
"Hi there, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: update password, log in, backup codes

Sincerely,
Sam Patel",1,phishing
"Subject: Schedule confirmation

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Let me know if the timing works for you.

Best,
Casey Khan",0,phishing
URGENT! We are trying to contact U. Todays draw shows that you have won a Â£800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,1,sms_legacy
"Hi there, congratulations! You are the selected recipient of a prize. To claim your gift of €5,000, please provide your account number to process the amount. This deal is limited time.

Keywords: loan dollar offer dollars

Support Desk,
Cameron Singh",1,phishing
"Hi there, final warning. Failure to respond will freeze your account. Immediate action is required to avoid legal action. Your case will be referred to the judge if unresolved.

Keywords: final warning desist close forfeit seize

Regards,
Riley Singh",1,phishing
Yeah just open chat and click friend lists. Then make the list. Easy as pie,0,sms
"Subject: Performance feedback

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Appreciate your feedback on this draft.

Best,
Riley Brown",0,phishing
"Attention, your profile has been locked. Use the secure link to verify your username and restore access. Enter your 2FA code to continue.

Keywords: preferences access code

IT Desk,
Jordan Khan",1,phishing
That seems unnecessarily hostile,0,sms
"Attention, this is an act now notice regarding your account. Your access will expire within 24 hours. To avoid interruption, respond asap. This offer is time sensitive and ends soon. Follow the instructions now.

Keywords: act now 24 hours

Regards,
Riley Garcia",1,phishing
"Attention, this is an expire notice regarding your account. Your access will expire within 24 hours. To avoid interruption, act now. This offer is time sensitive and expires midnight. Follow the instructions now.

Keywords: quick immediate while supplies last today only

Support Desk,
Sam Singh",1,phishing
"Attention, this is the attorney security team. There are security violations on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a suspension.

Keywords: time-sensitive legal agency microsoft

Sincerely,
Jamie Brown",1,phishing
"Dear user, this is the federal compliance team. There are security violations on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a restriction.

Keywords: violations account

Compliance Team,
Cameron Nguyen",1,phishing
This pain couldn't have come at a worse time.,0,sms_legacy
"Subject: Budget planning

Sharing the revised documentation with examples. The endpoints are described in section two.

I'll share the slides later today.

Best,
Sam Lee",0,phishing
"Subject: Office maintenance

Hi team, sharing the latest notes from today's sync. Next steps are attached in the document. Let me know your thoughts.

Thanks for reviewing the document.

Best,
Jordan Martinez",0,phishing
"Subject: Quarterly roadmap

Sharing the revised documentation with examples. The new endpoints are described in section two.

Feel free to add notes before we meet.

Best,
Casey Lee",0,phishing
Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,0,sms_legacy
"Hello, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: stranded, remembered you, relationship, iraq

Sincerely,
Morgan Singh",1,phishing
Yup but not studying surfing lor. I'm in e lazy mode today.,0,sms
"Subject: Performance feedback

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

Feel free to add notes before we meet.

Best,
Morgan Nguyen",0,phishing
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,0,sms_legacy
"Hi there, we detected a login attempt on your account. To restore access, please validate your information. Your account may be temporarily on hold until you recover it.

Keywords: authenticate security alert data breach expired

Account Services,
Taylor Lee",1,phishing
"Subject: Budget planning

Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

Thanks for reviewing the document.

Best,
Jordan Nguyen",0,phishing
